,Peak Intensity,Peak Energy Bin,Peak Energy In Bin,Mean Time,Std Time,Mean Energy,Std Energy,SNR,Rise Time,Decay Time,Duration,Centroid,Skewness,Kurtosis,Total Energy Released,Peak Time
1,963.221923828125,0.021668044090270996,2771.3818922042847,0.02331029428803365,0.008159502832711175,31.636337692165032,47.360827793867166,inf,0.016,0.02389195823669433,0.03989195823669433,0.02306443395820391,0.5182774920457769,0.20011006392682607,17653.07643222809,0.01450204849243164
2,963.221923828125,0.021668044090270996,2771.3818922042847,0.02331029428803365,0.008159502832711175,31.636337692165032,47.360827793867166,inf,0.016,0.02389195823669433,0.03989195823669433,0.02306443395820391,0.5182774920457769,0.20011006392682607,17653.07643222809,0.01450204849243164
3,963.221923828125,0.021668044090270996,2771.3818922042847,0.02331029428803365,0.008159502832711175,31.636337692165032,47.360827793867166,inf,0.016,0.02389195823669433,0.03989195823669433,0.02306443395820391,0.5182774920457769,0.20011006392682607,17653.07643222809,0.01450204849243164
4,963.221923828125,0.021668044090270996,2771.3818922042847,0.02331029428803365,0.008159502832711175,31.636337692165032,47.360827793867166,inf,0.016,0.02389195823669433,0.03989195823669433,0.02306443395820391,0.5182774920457769,0.20011006392682607,17653.07643222809,0.01450204849243164
5,963.221923828125,0.021668044090270996,2771.3818922042847,0.02331029428803365,0.008159502832711175,31.636337692165032,47.360827793867166,inf,0.016,0.02389195823669433,0.03989195823669433,0.02306443395820391,0.5182774920457769,0.20011006392682607,17653.07643222809,0.01450204849243164
6,963.221923828125,0.021668044090270996,2771.3818922042847,0.02331029428803365,0.008159502832711175,31.636337692165032,47.360827793867166,inf,0.016,0.02389195823669433,0.03989195823669433,0.02306443395820391,0.5182774920457769,0.20011006392682607,17653.07643222809,0.01450204849243164
7,963.221923828125,0.021668044090270996,2771.3818922042847,0.02331029428803365,0.008159502832711175,31.636337692165032,47.360827793867166,inf,0.016,0.02389195823669433,0.03989195823669433,0.02306443395820391,0.5182774920457769,0.20011006392682607,17653.07643222809,0.01450204849243164
8,963.221923828125,0.021668044090270996,2771.3818922042847,0.02331029428803365,0.008159502832711175,31.636337692165032,47.360827793867166,inf,0.016,0.02389195823669433,0.03989195823669433,0.02306443395820391,0.5182774920457769,0.20011006392682607,17653.07643222809,0.01450204849243164
9,963.221923828125,0.021668044090270996,2771.3818922042847,0.02331029428803365,0.008159502832711175,31.636337692165032,47.360827793867166,inf,0.016,0.02389195823669433,0.03989195823669433,0.02306443395820391,0.5182774920457769,0.20011006392682607,17653.07643222809,0.01450204849243164
10,963.221923828125,0.021668044090270996,2771.3818922042847,0.02331029428803365,0.008159502832711175,31.636337692165032,47.360827793867166,inf,0.016,0.02389195823669433,0.03989195823669433,0.02306443395820391,0.5182774920457769,0.20011006392682607,17653.07643222809,0.01450204849243164
11,963.221923828125,0.021668044090270996,2771.3818922042847,0.02331029428803365,0.008159502832711175,31.636337692165032,47.360827793867166,inf,0.016,0.02389195823669433,0.03989195823669433,0.02306443395820391,0.5182774920457769,0.20011006392682607,17653.07643222809,0.01450204849243164
12,963.221923828125,0.021668044090270996,2771.3818922042847,0.02331029428803365,0.008159502832711175,31.636337692165032,47.360827793867166,inf,0.016,0.02389195823669433,0.03989195823669433,0.02306443395820391,0.5182774920457769,0.20011006392682607,17653.07643222809,0.01450204849243164
13,963.221923828125,0.021668044090270996,2771.3818922042847,0.02331029428803365,0.008159502832711175,31.636337692165032,47.360827793867166,inf,0.016,0.02389195823669433,0.03989195823669433,0.02306443395820391,0.5182774920457769,0.20011006392682607,17653.07643222809,0.01450204849243164
14,963.221923828125,0.021668044090270996,2771.3818922042847,0.02331029428803365,0.008159502832711175,31.636337692165032,47.360827793867166,inf,0.016,0.02389195823669433,0.03989195823669433,0.02306443395820391,0.5182774920457769,0.20011006392682607,17653.07643222809,0.01450204849243164
15,963.221923828125,0.021668044090270996,2771.3818922042847,0.02331029428803365,0.008159502832711175,31.636337692165032,47.360827793867166,inf,0.016,0.02389195823669433,0.03989195823669433,0.02306443395820391,0.5182774920457769,0.20011006392682607,17653.07643222809,0.01450204849243164
