,Peak Intensity,Peak Energy Bin,Peak Energy In Bin,Mean Time,Std Time,Mean Energy,Std Energy,SNR,Rise Time,Decay Time,Duration,Centroid,Skewness,Kurtosis,Total Energy Released,Peak Time
1,963.221923828125,0.021668044090270996,2771.3818922042847,0.02331029428803365,0.008159502832711175,31.636337692165032,47.360827793867166,inf,0.016,0.02389195823669433,0.03989195823669433,0.02306443395820391,0.5182774920457769,0.20011006392682607,17653.07643222809,0.01450204849243164
2,1490.9696044921875,0.1697560119628907,6873.720537185669,0.18497625744639207,0.05318054085375821,34.99666404390422,39.54694946225999,44.47699938873051,0.04600000000000004,0.15774000072479244,0.20374000072479248,0.18407657149208362,0.11774390251863792,-1.1179674747671633,425069.4814772606,0.1713958978652954
3,97.65538024902344,0.29859998416900635,246.51998901367188,0.29990272275332747,0.0022107464556937427,25.51143771204455,17.979118152434083,inf,0.0,0.006955981254577637,0.006955981254577637,0.29994553184123485,0.08804128175243828,-1.1610610176182667,739.831693649292,0.3011319637298584
4,1490.9696044921875,1.104035889625549,2930.8175106048584,1.112420037656946,0.012486112796055392,34.193192204963275,83.1281944239578,inf,0.0040000000000000036,0.04755801773071311,0.05155801773071311,1.112350576334815,0.5618150379850467,-0.4948357752237902,26602.303535461426,1.104241967201233
5,963.221923828125,1.1977179050445557,1334.026216506958,1.2115513148085442,0.007811150577484802,41.08302420532147,101.25912549764104,inf,0.020000000000000018,0.007504086494445783,0.0275040864944458,1.2092664425953887,-0.10903007180415072,-1.247990726147426,7929.023671627045,1.1977179050445557
6,1487.9940185546875,0.02528799533843994,1915.5104732513428,0.024625612468254274,0.0050549807955205615,44.72163723736274,142.8989063385161,inf,0.008000000000000002,0.009238020896911621,0.01723802089691162,0.02404765192737152,-0.20494906858554138,-1.07804714802722,5500.761380195618,0.02613198757171631
7,1487.9940185546875,0.4814960126876835,8194.712689876556,0.6294903007565316,0.3456555770989925,36.24398313766125,53.85789170815249,27.809086124559368,0.4460000000000004,0.9032400646209713,1.3492400646209717,0.6071554013613886,0.2650750463789813,-0.9643740611978568,2760812.9275450706,0.04533803462982178
8,762.3565673828125,0.04359810733795167,1113.6778869628906,0.04343731306037124,0.0023694018809290334,58.5028687691202,125.49121557723073,inf,0.0,0.007947921752929674,0.007947921752929674,0.043390048192752176,0.15021337379374913,-1.169227551968178,2866.6405696868896,0.043740034103393555
9,1490.9696044921875,0.1079521398544312,5924.839612960815,0.23818536169066107,0.08762077320518667,35.65825573462688,55.71891367028559,28.81613359487854,0.08000000000000007,0.26140992164611804,0.3414099216461181,0.23613871889029667,0.020125732204965746,-1.1488466278289704,564256.2387447357,0.0987800359725952
10,1489.1964111328125,0.018959957122802733,2512.118299484253,0.018590758528028217,0.0034135096787675226,101.78381030900138,244.26136217385448,inf,0.002,0.009677980422973633,0.011677980422973633,0.018014246455258186,0.22584376254160107,-1.026521727149325,7124.866721630096,0.012959957122802734
11,1489.1964111328125,0.04501800918579102,1867.5349082946777,0.05619266304639307,0.007969289626913102,59.93766247399963,187.92162607734016,inf,0.02200000000000002,0.007291987419128398,0.029291987419128418,0.054610372431438806,-0.04994848753180782,-1.0561514621206476,12107.407819747925,0.04452991485595703
12,1489.1964111328125,0.7550439786911014,6384.196980476379,0.7629829171213021,0.20922012173478896,34.56184534901825,56.094603517225885,26.711470199452442,0.3700000000000004,0.41985404968261686,0.7898540496826172,0.7639353291785878,0.00927023681726138,-1.1120998596050666,1264514.2357845306,0.3883820772171021
